M,3,14
M,4,14
M,5,14
M,6,14
M,7,14
M,8,14
M,9,14
M,10,14
M,11,14
M,12,14
M,13,14
M,14,14
M,15,14
M,16,14
M,17,14
M,18,14
M,19,14
M,20,14
M,21,14
M,22,14
M,23,14
M,24,14
M,0,15
M,1,15
M,2,15
M,3,15
M,4,15
M,5,15
M,6,15
M,7,15
M,8,15
M,9,15
M,10,15
M,11,15
M,12,15
M,13,15
M,14,15
M,15,15
M,16,15
M,17,15
M,18,15
M,19,15
M,20,15
M,21,15
M,22,15
M,23,15
M,24,15
M,0,16
M,1,16
M,2,16
M,3,16
M,4,16
M,5,16
M,6,16
M,7,16
M,8,16
M,9,16
M,10,16
M,11,16
M,12,16
M,13,16
M,14,16
M,15,16
M,16,16
M,17,16
M,18,16
M,19,16
M,20,16
M,21,16
M,22,16
M,23,16
M,24,16
M,0,17
M,1,17
M,2,17
M,3,17
M,4,17
M,5,17
M,6,17
M,7,17
M,8,17
M,9,17
M,10,17
M,11,17
M,12,17
M,13,17
M,14,17
M,15,17
M,16,17
M,17,17
M,18,17
M,19,17
M,20,17
M,21,17
M,22,17
M,23,17
M,24,17
M,0,18
M,1,18
M,2,18
M,3,18
M,4,18
M,5,18
M,6,18
M,7,18
M,8,18
M,9,18
M,10,18
M,11,18
M,12,18
M,13,18
M,14,18
M,15,18
M,16,18
M,17,18
M,18,18
M,19,18
M,20,18
M,21,18
M,22,18
M,23,18
M,24,18
M,0,19
M,1,19
M,2,19
M,3,19
M,4,19
M,5,19
M,6,19
M,7,19
M,8,19
M,9,19
M,10,19
M,11,19
M,12,19
M,13,19
M,14,19
M,15,19
M,16,19
M,17,19
M,18,19
M,19,19
M,20,19
M,21,19
M,22,19
M,23,19
M,24,19
M,0,20
M,1,20
M,2,20
M,3,20
M,4,20
M,5,20
M,6,20
M,7,20
M,8,20
M,9,20
M,10,20
M,11,20
M,12,20
M,13,20
M,14,20
M,15,20
M,16,20
M,17,20
M,18,20
M,19,20
M,20,20
M,21,20
M,22,20
M,23,20
M,24,20
M,0,21
M,1,21
M,2,21
M,3,21
M,4,21
M,5,21
M,6,21
M,7,21
M,8,21
M,9,21
M,10,21
M,11,21
M,12,21
M,13,21
M,14,21
M,15,21
M,16,21
M,17,21
M,18,21
M,19,21
M,20,21
M,21,21
M,22,21
M,23,21
M,24,21
M,0,22
M,1,22
M,2,22
M,3,22
M,4,22
M,5,22
M,6,22
M,7,22
M,8,22
M,9,22
M,10,22
M,11,22
M,12,22
M,13,22
M,14,22
M,15,22
M,16,22
M,17,22
M,18,22
M,19,22
M,20,22
M,21,22
M,22,22
M,23,22
M,24,22
M,0,23
M,1,23
M,2,23
M,3,23
M,4,23
M,5,23
M,6,23
M,7,23
M,8,23
M,9,23
M,10,23
M,11,23
M,12,23
M,13,23
M,14,23
M,15,23
M,16,23
M,17,23
M,18,23
M,19,23
M,20,23
M,21,23
M,22,23
M,23,23
M,24,23
M,0,24
M,1,24
M,2,24
M,3,24
M,4,24
M,5,24
M,6,24
M,7,24
M,8,24
M,9,24
M,10,24
M,11,24
M,12,24
M,13,24
M,14,24
M,15,24
M,16,24
M,17,24
M,18,24
M,19,24
M,20,24
M,21,24
M,22,24
M,23,24
M,24,24
